Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
128943935294	SMP	1	17.04	17.04	970.25	382.61	Saccade
128943939264	SMP	1	17.06	17.06	963.97	382.06	Saccade
128943943291	SMP	1	17.27	17.27	950.51	378.00	Saccade
128943947276	SMP	1	16.96	16.96	921.20	375.55	Saccade
128943951275	SMP	1	17.60	17.60	940.13	376.43	Saccade
128943955295	SMP	1	17.08	17.08	933.10	380.41	Saccade
128943959273	SMP	1	17.78	17.78	900.23	378.93	Saccade
128943963658	SMP	1	17.61	17.61	862.99	376.27	Saccade
128943967288	SMP	1	17.13	17.13	840.10	372.57	Saccade
128943971261	SMP	1	17.65	17.65	845.78	370.57	Saccade
128943975257	SMP	1	17.07	17.07	812.77	362.35	Saccade
128943979276	SMP	1	16.91	16.91	801.97	366.95	Saccade
128943983365	SMP	1	16.71	16.71	820.43	367.95	Fixation
128943987260	SMP	1	16.75	16.75	815.85	368.64	Fixation
128943991270	SMP	1	16.24	16.24	814.68	369.02	Fixation
128943995279	SMP	1	16.36	16.36	806.96	370.93	Fixation
128943999292	SMP	1	16.83	16.83	797.49	369.50	Fixation
128944003283	SMP	1	16.80	16.80	797.12	369.62	Fixation
128944007278	SMP	1	16.71	16.71	795.19	370.46	Fixation
128944011295	SMP	1	16.72	16.72	787.15	369.55	Fixation
128944015273	SMP	1	16.71	16.71	783.48	369.57	Fixation
128944019267	SMP	1	16.71	16.71	778.18	371.43	Fixation
128944023277	SMP	1	16.78	16.78	773.35	370.40	Fixation
128944027425	SMP	1	16.84	16.84	767.66	365.62	Fixation
128944031268	SMP	1	16.72	16.72	768.50	362.31	Fixation
128944035249	SMP	1	16.94	16.94	765.81	357.61	Fixation
128944039246	SMP	1	16.74	16.74	765.28	357.27	Fixation
128944043250	SMP	1	16.96	16.96	764.24	351.91	Fixation
128944047251	SMP	1	16.91	16.91	763.50	352.06	Fixation
128944051253	SMP	1	17.08	17.08	761.45	351.32	Fixation
128944055249	SMP	1	17.08	17.08	760.25	351.57	Fixation
128944059253	SMP	1	17.08	17.08	757.44	350.32	Fixation
128944063252	SMP	1	16.90	16.90	757.57	350.58	Fixation
128944067241	SMP	1	16.95	16.95	759.44	352.01	Fixation
128944071258	SMP	1	16.92	16.92	761.37	354.46	Fixation
128944075348	SMP	1	16.85	16.85	761.90	354.49	Fixation
128944079268	SMP	1	16.96	16.96	765.73	356.93	Fixation
128944083240	SMP	1	17.59	17.59	777.75	360.25	Fixation
128944087244	SMP	1	16.96	16.96	775.18	363.16	Fixation
128944091253	SMP	1	17.03	17.03	770.27	366.05	Fixation
128944095309	SMP	1	17.61	17.61	779.48	367.25	Fixation
128944099256	SMP	1	16.95	16.95	781.69	368.01	Fixation
128944103273	SMP	1	17.52	17.52	789.04	370.92	Fixation
128944107269	SMP	1	16.92	16.92	796.87	373.27	Fixation
128944111266	SMP	1	16.91	16.91	790.86	375.14	Fixation
128944115243	SMP	1	16.90	16.90	793.81	379.53	Fixation
128944119267	SMP	1	16.97	16.97	791.06	379.13	Fixation
128944123257	SMP	1	17.65	17.65	790.82	380.92	Fixation
128944127255	SMP	1	17.01	17.01	784.39	381.65	Fixation
128944131240	SMP	1	16.99	16.99	789.20	383.46	Fixation
128944135240	SMP	1	17.68	17.68	789.75	384.94	Fixation
128944139243	SMP	1	17.63	17.63	788.99	385.80	Fixation
128944143261	SMP	1	17.73	17.73	789.24	387.77	Fixation
128944147240	SMP	1	17.20	17.20	784.98	388.46	Fixation
128944151279	SMP	1	17.57	17.57	784.68	390.00	Fixation
128944155256	SMP	1	17.18	17.18	783.70	387.70	Fixation
128944159242	SMP	1	17.21	17.21	776.86	383.03	Fixation
128944163248	SMP	1	17.34	17.34	775.94	381.22	Saccade
128944167249	SMP	1	17.83	17.83	777.90	390.97	Saccade
