Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
100249409786	SMP	1	13.99	13.99	1481.96	429.94	-
100249413705	SMP	1	14.00	14.00	1491.33	430.15	-
100249417744	SMP	1	14.13	14.13	1494.04	428.42	Fixation
100249421736	SMP	1	14.02	14.02	1489.97	429.54	Fixation
100249425721	SMP	1	13.96	13.96	1493.17	436.66	Fixation
100249431991	SMP	1	14.02	14.02	1497.72	433.15	Fixation
100249434301	SMP	1	14.04	14.04	1495.39	435.51	Fixation
100249437741	SMP	1	14.12	14.12	1492.16	439.71	Fixation
100249441616	SMP	1	13.98	13.98	1489.98	439.43	Fixation
100249445738	SMP	1	13.91	13.91	1500.98	438.33	Fixation
100249449603	SMP	1	14.09	14.09	1501.70	442.06	Fixation
100249453727	SMP	1	13.98	13.98	1502.02	442.21	Fixation
100249457597	SMP	1	13.89	13.89	1504.89	442.16	Fixation
100249461611	SMP	1	13.97	13.97	1502.85	442.46	Fixation
100249465635	SMP	1	13.98	13.98	1507.10	443.89	Fixation
100249469617	SMP	1	14.24	14.24	1484.47	440.53	Saccade
100249473586	SMP	1	13.89	13.89	1508.33	443.20	Saccade
100249477633	SMP	1	13.99	13.99	1517.62	441.80	Saccade
100249481598	SMP	1	13.98	13.98	1509.95	440.11	Saccade
100249485594	SMP	1	13.98	13.98	1520.40	441.39	Saccade
100249489608	SMP	1	14.10	14.10	1450.58	440.24	Saccade
100249493600	SMP	1	14.02	14.02	1439.46	436.29	Saccade
100249497608	SMP	1	13.95	13.95	1518.13	436.91	Saccade
100249501607	SMP	1	14.03	14.03	1420.74	481.12	Saccade
100249505596	SMP	1	13.97	13.97	1425.51	488.77	Saccade
100249509585	SMP	1	13.99	13.99	1418.26	469.99	Saccade
100249513600	SMP	1	13.71	13.71	1407.11	478.42	Saccade
100249517598	SMP	1	14.06	14.06	1407.74	489.24	Saccade
100249521580	SMP	1	14.06	14.06	1384.05	494.58	Saccade
100249525581	SMP	1	13.99	13.99	1396.10	490.47	Saccade
100249529580	SMP	1	13.98	13.98	1396.71	487.37	-
100249533577	SMP	1	14.03	14.03	1399.52	495.64	-
100249537604	SMP	1	13.93	13.93	1389.43	496.38	-
100249541594	SMP	1	14.00	14.00	1381.08	496.76	-
100249545587	SMP	1	13.95	13.95	1384.01	495.90	-
100249549597	SMP	1	13.88	13.88	1385.14	493.10	Saccade
100249553582	SMP	1	13.86	13.86	1385.83	495.16	Saccade
100249557628	SMP	1	14.08	14.08	1383.56	494.65	Saccade
100249561611	SMP	1	13.99	13.99	1384.51	442.84	Saccade
100249565596	SMP	1	13.93	13.93	1370.43	445.63	Saccade
100249569598	SMP	1	13.83	13.83	1379.75	436.98	Saccade
100249573588	SMP	1	13.92	13.92	1379.65	491.86	Saccade
100249577581	SMP	1	14.11	14.11	1372.46	436.14	Saccade
100249581579	SMP	1	14.06	14.06	1380.70	443.64	Saccade
100249585597	SMP	1	14.05	14.05	1376.34	436.34	Saccade
100249589604	SMP	1	13.97	13.97	1384.22	435.20	Saccade
100249593607	SMP	1	14.02	14.02	1365.00	428.43	Saccade
100249597602	SMP	1	13.74	13.74	1372.02	450.72	Saccade
100249601597	SMP	1	14.04	14.04	1356.32	463.80	Saccade
100249605610	SMP	1	13.95	13.95	1186.78	509.08	Saccade
100249609590	SMP	1	14.10	14.10	1131.66	505.51	Saccade
100249613585	SMP	1	14.17	14.17	1132.36	488.89	Saccade
100249617585	SMP	1	13.36	13.36	985.91	511.39	Saccade
100249621582	SMP	1	14.87	14.87	985.96	533.06	Saccade
100249625652	SMP	1	15.21	15.21	981.25	508.54	Saccade
100249629617	SMP	1	15.63	15.63	927.64	560.88	Saccade
100249633587	SMP	1	13.87	13.87	993.87	510.82	Saccade
100249637592	SMP	1	14.26	14.26	993.11	568.79	Saccade
100249641584	SMP	1	15.19	15.19	1009.40	516.57	Saccade
100249645583	SMP	1	14.03	14.03	1001.25	549.77	Saccade
100249649575	SMP	1	15.10	15.10	1016.43	528.67	Saccade
100249653606	SMP	1	15.06	15.06	1001.90	533.99	Saccade
100249657604	SMP	1	13.92	13.92	1005.09	550.89	Saccade
100249661747	SMP	1	14.07	14.07	1009.83	566.44	-
100249665592	SMP	1	14.02	14.02	1010.63	527.35	-
100249669644	SMP	1	13.92	13.92	1005.81	532.67	-
100249673607	SMP	1	13.96	13.96	1004.15	530.78	-
100249677593	SMP	1	14.82	14.82	1005.93	537.88	-
100249681577	SMP	1	13.91	13.91	998.68	526.18	-
100249685580	SMP	1	14.02	14.02	989.36	531.67	-
100249689589	SMP	1	13.98	13.98	990.47	525.45	-
100249693599	SMP	1	13.89	13.89	980.13	530.17	-
100249697587	SMP	1	14.01	14.01	986.34	523.17	-
100249701601	SMP	1	13.55	13.55	983.39	518.94	-
100249705592	SMP	1	14.08	14.08	980.88	509.44	-
100249709581	SMP	1	13.35	13.35	977.59	512.41	-
100249713573	SMP	1	13.94	13.94	965.85	521.80	-
100249717584	SMP	1	13.94	13.94	971.17	517.29	-
100249721601	SMP	1	13.89	13.89	965.65	515.98	-
100249725764	SMP	1	14.22	14.22	948.89	526.69	-
100249729602	SMP	1	15.92	15.92	966.17	516.14	-
