Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
216603486038	SMP	1	21.50	21.50	855.54	412.62	-
216603490088	SMP	1	21.27	21.27	870.21	416.69	-
216603494058	SMP	1	21.34	21.34	866.61	416.45	Fixation
216603498040	SMP	1	21.47	21.47	858.95	415.02	Fixation
216603502019	SMP	1	21.51	21.51	856.85	415.93	Fixation
216603506045	SMP	1	21.35	21.35	859.68	417.17	Fixation
216603510062	SMP	1	21.50	21.50	855.60	417.41	Fixation
216603514088	SMP	1	21.86	21.86	855.53	420.44	Fixation
216603518053	SMP	1	21.55	21.55	848.60	421.13	Fixation
216603522090	SMP	1	21.59	21.59	851.20	423.79	Fixation
216603526158	SMP	1	21.30	21.30	851.29	424.19	Fixation
216603530060	SMP	1	20.85	20.85	854.10	421.76	Fixation
216603534083	SMP	1	20.82	20.82	846.62	418.35	Fixation
216603538049	SMP	1	21.31	21.31	843.62	413.74	Fixation
216603542029	SMP	1	21.54	21.54	833.19	413.79	Fixation
216603546028	SMP	1	21.24	21.24	837.58	408.87	Fixation
216603550025	SMP	1	21.44	21.44	834.44	405.91	Fixation
216603554020	SMP	1	21.16	21.16	833.19	402.71	Fixation
216603558041	SMP	1	21.23	21.23	838.84	404.42	Fixation
216603562040	SMP	1	21.36	21.36	829.29	401.63	Fixation
216603566018	SMP	1	21.35	21.35	831.63	397.36	Fixation
216603570042	SMP	1	20.84	20.84	832.63	399.18	Fixation
216603574046	SMP	1	21.04	21.04	833.11	398.30	Fixation
216603578032	SMP	1	20.64	20.64	841.10	398.48	Fixation
216603582012	SMP	1	21.25	21.25	845.24	399.97	Fixation
216603586021	SMP	1	21.32	21.32	840.94	401.73	Fixation
216603590015	SMP	1	21.19	21.19	837.67	402.22	Saccade
216603594046	SMP	1	21.26	21.26	841.47	404.04	Saccade
216603598019	SMP	1	21.12	21.12	846.96	404.76	Saccade
216603602028	SMP	1	21.42	21.42	846.53	403.85	Saccade
216603606018	SMP	1	21.35	21.35	852.45	405.24	Saccade
216603610010	SMP	1	21.38	21.38	848.12	404.70	Saccade
216603614006	SMP	1	20.85	20.85	864.34	404.91	Saccade
216603618006	SMP	1	21.60	21.60	860.32	407.70	Saccade
216603622031	SMP	1	20.62	20.62	891.23	410.78	Saccade
216603626015	SMP	1	21.30	21.30	871.04	409.95	Saccade
216603630006	SMP	1	21.17	21.17	856.73	412.23	Saccade
216603634047	SMP	1	21.33	21.33	857.15	418.65	Saccade
216603638031	SMP	1	21.40	21.40	809.76	446.22	Saccade
216603642010	SMP	1	21.88	21.88	761.32	457.74	Saccade
216603646020	SMP	1	21.74	21.74	761.55	480.96	Saccade
216603650020	SMP	1	21.29	21.29	772.46	494.20	Saccade
216603654019	SMP	1	21.84	21.84	780.90	519.30	Saccade
216603658012	SMP	1	22.00	22.00	779.61	529.11	Saccade
216603662032	SMP	1	21.85	21.85	770.99	525.16	Saccade
216603666060	SMP	1	21.53	21.53	774.86	538.03	Saccade
216603670036	SMP	1	22.00	22.00	770.90	527.30	Saccade
216603674020	SMP	1	22.05	22.05	760.04	539.14	Saccade
216603678008	SMP	1	21.99	21.99	758.45	544.95	Saccade
216603682029	SMP	1	22.71	22.71	750.90	546.53	Saccade
216603686013	SMP	1	21.39	21.39	755.15	547.18	Saccade
216603690024	SMP	1	21.27	21.27	757.07	549.95	Saccade
216603694027	SMP	1	22.05	22.05	750.22	548.70	Saccade
216603698007	SMP	1	22.07	22.07	742.07	547.27	Saccade
216603702009	SMP	1	21.91	21.91	745.32	547.16	-
216603706004	SMP	1	21.31	21.31	741.18	543.55	-
216603710004	SMP	1	21.30	21.30	740.06	542.98	-
216603714049	SMP	1	21.92	21.92	735.93	540.97	-
216603718010	SMP	1	21.95	21.95	731.71	534.91	-
216603722005	SMP	1	21.83	21.83	728.44	532.10	-
216603726005	SMP	1	21.33	21.33	731.62	529.26	-
216603730030	SMP	1	21.36	21.36	732.53	531.38	-
216603734031	SMP	1	20.99	20.99	730.40	527.55	-
216603738040	SMP	1	21.35	21.35	727.95	525.61	-
216603742008	SMP	1	21.28	21.28	732.03	526.30	-
216603746021	SMP	1	21.34	21.34	731.73	526.52	Saccade
216603750025	SMP	1	21.34	21.34	729.94	530.33	Saccade
216603754007	SMP	1	21.31	21.31	733.98	534.80	Saccade
216603758010	SMP	1	22.18	22.18	724.14	545.45	Saccade
216603762008	SMP	1	21.38	21.38	714.15	540.90	Saccade
216603766004	SMP	1	22.15	22.15	706.20	542.34	Saccade
216603770023	SMP	1	20.91	20.91	727.62	546.81	Saccade
216603774013	SMP	1	20.80	20.80	718.78	543.36	Fixation
216603778001	SMP	1	21.59	21.59	709.80	546.15	Fixation
216603782051	SMP	1	20.66	20.66	720.02	545.56	Fixation
216603786142	SMP	1	20.85	20.85	723.86	546.83	Fixation
216603790308	SMP	1	20.68	20.68	722.48	544.59	Fixation
216603794028	SMP	1	20.71	20.71	718.26	543.09	Fixation
216603798012	SMP	1	20.23	20.23	711.74	540.40	Fixation
216603802126	SMP	1	20.87	20.87	715.29	539.06	Fixation
216603806013	SMP	1	20.30	20.30	712.79	536.52	Fixation
216603810003	SMP	1	20.27	20.27	712.35	535.80	Fixation
216603814040	SMP	1	20.27	20.27	716.07	533.97	Fixation
216603818010	SMP	1	20.35	20.35	715.00	531.53	Fixation
216603821998	SMP	1	19.62	19.62	719.15	530.00	Fixation
216603826017	SMP	1	20.27	20.27	717.74	528.10	Fixation
216603830002	SMP	1	20.27	20.27	716.68	527.06	Fixation
216603834001	SMP	1	20.34	20.34	713.00	525.42	Fixation
216603838006	SMP	1	20.39	20.39	711.36	524.40	Fixation
216603842002	SMP	1	20.36	20.36	710.33	524.77	Fixation
216603846038	SMP	1	20.23	20.23	710.36	524.08	Fixation
216603850029	SMP	1	19.74	19.74	713.16	526.16	Fixation
216603854006	SMP	1	19.76	19.76	714.00	524.86	Fixation
216603858051	SMP	1	19.58	19.58	714.36	524.81	Fixation
216603862008	SMP	1	19.35	19.35	715.91	524.82	Fixation
216603865998	SMP	1	19.79	19.79	711.69	526.26	Fixation
216603870028	SMP	1	19.90	19.90	706.79	526.38	Fixation
216603874016	SMP	1	19.69	19.69	707.80	529.81	Fixation
216603878000	SMP	1	18.98	18.98	711.30	529.20	Saccade
216603882035	SMP	1	19.00	19.00	710.00	529.65	Saccade
216603885997	SMP	1	18.85	18.85	716.27	529.87	Saccade
216603890013	SMP	1	19.22	19.22	721.06	528.90	Saccade
216603894006	SMP	1	19.18	19.18	723.66	526.85	Saccade
216603897994	SMP	1	19.04	19.04	717.35	523.24	Saccade
