Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
48507362887	SMP	1	17.52	17.52	374.69	654.32	Fixation
48507366838	SMP	1	17.37	17.37	374.27	651.73	Fixation
48507370814	SMP	1	17.47	17.47	373.26	648.02	Fixation
48507374766	SMP	1	17.55	17.55	378.13	645.42	Fixation
48507378771	SMP	1	17.63	17.63	377.84	644.30	Fixation
48507382810	SMP	1	17.88	17.88	380.75	643.45	Fixation
48507386791	SMP	1	17.64	17.64	381.10	643.07	Fixation
48507390770	SMP	1	17.66	17.66	383.54	642.13	Fixation
48507394811	SMP	1	17.32	17.32	384.35	641.04	Fixation
48507398909	SMP	1	17.36	17.36	383.39	639.26	Fixation
48507402996	SMP	1	17.42	17.42	382.74	639.28	Fixation
48507406913	SMP	1	17.72	17.72	382.48	639.59	Fixation
48507412220	SMP	1	17.83	17.83	383.28	636.81	Fixation
48507414807	SMP	1	17.38	17.38	382.72	633.19	Fixation
48507418793	SMP	1	17.39	17.39	378.87	637.41	Fixation
48507422759	SMP	1	17.65	17.65	379.03	641.64	Fixation
48507426774	SMP	1	17.69	17.69	379.79	636.78	Fixation
48507430794	SMP	1	17.29	17.29	373.71	641.01	Fixation
48507434779	SMP	1	17.58	17.58	376.80	631.55	Fixation
48507438771	SMP	1	17.58	17.58	371.72	641.47	Fixation
48507442770	SMP	1	17.39	17.39	372.69	634.74	Fixation
48507446837	SMP	1	17.32	17.32	370.46	644.32	Fixation
48507450799	SMP	1	17.42	17.42	367.09	639.42	Fixation
48507454766	SMP	1	17.47	17.47	365.35	647.25	Fixation
48507458788	SMP	1	17.43	17.43	363.15	650.53	Fixation
48507462769	SMP	1	17.51	17.51	363.72	648.54	Fixation
48507466760	SMP	1	17.52	17.52	361.75	646.05	Fixation
48507470756	SMP	1	17.26	17.26	360.83	647.03	Fixation
48507475119	SMP	1	18.14	18.14	364.75	649.18	Saccade
48507478782	SMP	1	17.46	17.46	364.86	647.02	Saccade
48507482763	SMP	1	17.94	17.94	374.66	647.12	Saccade
48507486752	SMP	1	18.08	18.08	382.74	652.01	Saccade
48507490754	SMP	1	18.08	18.08	384.52	652.96	Saccade
48507494773	SMP	1	18.27	18.27	411.50	654.41	Saccade
48507498764	SMP	1	18.30	18.30	465.82	649.38	Saccade
48507502746	SMP	1	18.87	18.87	604.52	624.24	Saccade
48507506750	SMP	1	19.36	19.36	536.02	592.24	Saccade
48507510760	SMP	1	18.76	18.76	589.95	586.01	Saccade
48507514800	SMP	1	19.97	19.97	594.26	578.68	Saccade
48507518762	SMP	1	18.32	18.32	715.98	569.37	Saccade
48507522895	SMP	1	18.40	18.40	649.38	568.57	Saccade
48507526792	SMP	1	18.36	18.36	653.43	566.32	Saccade
48507530762	SMP	1	18.91	18.91	695.74	563.79	Saccade
48507534753	SMP	1	18.47	18.47	692.37	559.11	Saccade
48507538785	SMP	1	18.25	18.25	704.44	559.33	Saccade
48507542763	SMP	1	18.33	18.33	711.33	559.64	Saccade
48507546844	SMP	1	19.16	19.16	718.57	558.00	Saccade
48507550753	SMP	1	18.31	18.31	714.47	554.82	Saccade
48507554755	SMP	1	18.84	18.84	721.16	551.89	Saccade
48507558799	SMP	1	18.29	18.29	734.24	550.68	Saccade
48507562769	SMP	1	18.50	18.50	725.81	549.42	Fixation
48507566746	SMP	1	18.26	18.26	727.66	548.02	Fixation
48507570754	SMP	1	18.25	18.25	728.00	545.87	Fixation
48507574751	SMP	1	18.41	18.41	734.51	544.72	Fixation
48507578777	SMP	1	18.42	18.42	735.37	544.82	Fixation
48507582745	SMP	1	18.86	18.86	736.33	543.48	Fixation
48507586749	SMP	1	18.47	18.47	737.93	542.15	Fixation
48507590774	SMP	1	18.83	18.83	738.48	540.69	Fixation
