Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
40708162625	SMP	1	19.11	19.11	796.47	515.80	-
40708166586	SMP	1	16.74	16.74	887.92	537.87	-
40708170562	SMP	1	16.33	16.33	890.33	561.15	-
40708174581	SMP	1	18.08	18.08	838.97	546.03	-
40708178621	SMP	1	18.52	18.52	826.63	539.72	-
40708184050	SMP	1	18.45	18.45	814.22	536.10	-
40708186625	SMP	1	18.41	18.41	833.24	541.75	-
40708190731	SMP	1	19.42	19.42	809.88	526.19	-
40708194850	SMP	1	19.09	19.09	809.53	534.71	-
40708198732	SMP	1	19.33	19.33	795.96	533.58	-
40708202581	SMP	1	18.13	18.13	818.88	537.96	-
40708206566	SMP	1	19.27	19.27	806.88	524.90	Saccade
40708210656	SMP	1	19.15	19.15	814.97	534.87	Saccade
40708214663	SMP	1	18.13	18.13	824.05	534.30	Saccade
40708218626	SMP	1	18.26	18.26	825.82	533.41	Saccade
40708222579	SMP	1	17.48	17.48	820.30	514.05	Saccade
40708226601	SMP	1	18.88	18.88	792.69	500.01	Saccade
40708231628	SMP	1	19.27	19.27	798.64	515.62	Saccade
40708235782	SMP	1	18.95	18.95	823.63	511.59	-
40708239600	SMP	1	18.29	18.29	828.20	517.45	-
40708245518	SMP	1	19.11	19.11	825.00	502.36	-
40708251250	SMP	1	18.34	18.34	824.17	511.22	-
40708254579	SMP	1	19.33	19.33	812.28	493.72	-
40708258569	SMP	1	18.39	18.39	826.68	494.35	-
40708262657	SMP	1	18.16	18.16	824.86	496.61	-
40708266759	SMP	1	19.38	19.38	820.57	491.91	-
40708270567	SMP	1	19.29	19.29	816.90	489.94	Saccade
40708274582	SMP	1	17.48	17.48	829.99	506.89	Saccade
40708278595	SMP	1	18.01	18.01	824.55	504.39	Saccade
40708282585	SMP	1	19.09	19.09	816.70	487.26	Saccade
40708286564	SMP	1	18.15	18.15	817.00	486.50	Saccade
40708290553	SMP	1	17.95	17.95	848.59	512.81	Saccade
40708294562	SMP	1	18.06	18.06	813.46	485.22	Saccade
40708298558	SMP	1	18.30	18.30	817.97	488.50	Saccade
40708302565	SMP	1	16.85	16.85	844.90	533.01	Saccade
40708306567	SMP	1	16.86	16.86	846.10	552.40	Saccade
40708310563	SMP	1	17.45	17.45	838.84	516.23	Saccade
40708314559	SMP	1	17.95	17.95	838.95	522.84	Saccade
40708318556	SMP	1	17.06	17.06	943.97	576.71	Saccade
40708322626	SMP	1	19.01	19.01	822.42	496.88	Saccade
40708326598	SMP	1	17.09	17.09	900.58	576.52	Saccade
40708330579	SMP	1	16.58	16.58	949.19	589.38	Saccade
40708334556	SMP	1	17.36	17.36	846.77	518.89	Saccade
40708338575	SMP	1	18.16	18.16	838.87	507.42	Saccade
40708342574	SMP	1	19.09	19.09	828.80	503.91	Saccade
40708346575	SMP	1	19.33	19.33	837.65	540.02	Saccade
40708350569	SMP	1	18.13	18.13	917.05	530.54	Saccade
40708354563	SMP	1	19.24	19.24	818.66	515.05	Saccade
40708358555	SMP	1	19.05	19.05	886.80	531.94	Saccade
40708362561	SMP	1	19.10	19.10	856.75	523.32	Saccade
40708366553	SMP	1	18.77	18.77	880.84	558.52	Saccade
40708370552	SMP	1	19.66	19.66	819.48	524.36	Saccade
40708374573	SMP	1	19.49	19.49	834.97	524.23	Saccade
40708378561	SMP	1	19.57	19.57	855.55	541.23	Saccade
40708382552	SMP	1	19.42	19.42	837.87	549.90	Saccade
40708386550	SMP	1	18.26	18.26	868.36	546.18	Saccade
40708390547	SMP	1	19.08	19.08	860.85	543.97	Saccade
40708394572	SMP	1	19.13	19.13	864.87	558.15	Saccade
40708399321	SMP	1	19.15	19.15	870.66	561.40	Saccade
40708402568	SMP	1	19.14	19.14	872.60	568.36	Saccade
40708406554	SMP	1	19.05	19.05	867.07	566.70	Saccade
40708410595	SMP	1	18.42	18.42	869.83	564.52	Saccade
40708414567	SMP	1	18.96	18.96	859.90	565.40	Saccade
40708418558	SMP	1	19.28	19.28	866.12	563.37	Saccade
40708422549	SMP	1	18.47	18.47	864.34	560.46	-
40708426554	SMP	1	18.49	18.49	866.66	564.21	Saccade
40708430643	SMP	1	19.18	19.18	859.81	561.18	Saccade
