Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
27520134991	SMP	1	13.65	13.65	714.43	468.94	Fixation
27520138915	SMP	1	13.65	13.65	713.96	468.24	Fixation
27520142891	SMP	1	13.64	13.64	714.72	470.57	Fixation
27520146873	SMP	1	13.61	13.61	714.90	472.61	Fixation
27520150856	SMP	1	13.50	13.50	714.72	473.70	Fixation
27520154886	SMP	1	13.52	13.52	713.55	477.77	Fixation
27520158890	SMP	1	13.44	13.44	712.63	480.36	Fixation
27520162885	SMP	1	13.44	13.44	712.53	480.99	Fixation
27520166869	SMP	1	13.33	13.33	710.07	481.07	Fixation
27520170876	SMP	1	13.63	13.63	709.64	480.00	Fixation
27520174885	SMP	1	13.16	13.16	709.00	479.89	Fixation
27520180019	SMP	1	13.48	13.48	709.63	483.15	Fixation
27520183363	SMP	1	13.21	13.21	710.05	485.86	Fixation
27520187035	SMP	1	13.13	13.13	709.07	490.62	Fixation
27520190861	SMP	1	13.12	13.12	709.91	490.95	Fixation
27520194877	SMP	1	13.09	13.09	710.51	494.65	Fixation
27520199775	SMP	1	13.14	13.14	710.55	492.22	Fixation
27520202861	SMP	1	12.94	12.94	710.31	489.37	Fixation
27520206861	SMP	1	13.00	13.00	710.08	487.03	Fixation
27520210876	SMP	1	12.94	12.94	709.31	489.22	Fixation
27520214873	SMP	1	12.89	12.89	709.31	481.71	Fixation
27520218882	SMP	1	12.99	12.99	710.22	482.94	Fixation
27520222914	SMP	1	13.00	13.00	710.49	487.68	Fixation
27520226876	SMP	1	13.02	13.02	711.09	486.17	Fixation
27520230857	SMP	1	12.91	12.91	710.62	485.52	Fixation
27520234867	SMP	1	12.96	12.96	709.68	485.71	Fixation
27520238864	SMP	1	13.05	13.05	709.65	487.47	Fixation
27520242841	SMP	1	12.94	12.94	709.78	488.36	Fixation
27520246851	SMP	1	12.96	12.96	709.66	489.64	Fixation
27520250843	SMP	1	12.98	12.98	711.24	501.68	Fixation
27520254853	SMP	1	12.96	12.96	712.96	502.14	Fixation
27520258836	SMP	1	12.90	12.90	713.89	503.74	Fixation
27520262852	SMP	1	13.01	13.01	713.82	504.72	Fixation
27520266877	SMP	1	12.94	12.94	714.55	504.19	Fixation
27520270848	SMP	1	12.92	12.92	714.26	502.85	Fixation
27520274841	SMP	1	13.00	13.00	713.82	503.20	Fixation
27520278841	SMP	1	13.00	13.00	713.10	504.58	Fixation
27520282882	SMP	1	12.93	12.93	709.31	504.52	Fixation
27520286886	SMP	1	12.96	12.96	706.62	503.65	Fixation
27520290853	SMP	1	12.93	12.93	705.84	503.82	Fixation
27520294833	SMP	1	13.00	13.00	703.75	501.61	Fixation
27520298839	SMP	1	13.10	13.10	702.11	501.35	Fixation
27520302845	SMP	1	13.04	13.04	701.09	500.36	Fixation
27520306849	SMP	1	13.01	13.01	700.66	499.25	Fixation
27520310846	SMP	1	13.00	13.00	699.15	499.49	Fixation
27520314843	SMP	1	12.99	12.99	697.98	499.37	Fixation
27520318907	SMP	1	13.01	13.01	697.68	498.90	Fixation
27520322937	SMP	1	12.93	12.93	697.70	498.17	Fixation
27520326859	SMP	1	13.02	13.02	698.89	498.75	Fixation
27520330863	SMP	1	12.92	12.92	699.92	498.73	Fixation
27520334864	SMP	1	12.73	12.73	701.58	498.46	Fixation
27520338840	SMP	1	12.81	12.81	703.07	498.89	Fixation
27520342833	SMP	1	13.00	13.00	703.16	499.09	Fixation
27520346833	SMP	1	12.87	12.87	704.50	498.51	Fixation
27520350831	SMP	1	12.77	12.77	705.17	498.19	Fixation
27520354866	SMP	1	12.85	12.85	707.54	497.38	Fixation
27520358832	SMP	1	12.88	12.88	708.44	496.00	Fixation
27520362838	SMP	1	12.78	12.78	708.84	496.46	Fixation
27520366840	SMP	1	12.62	12.62	710.93	496.03	Fixation
27520370840	SMP	1	12.65	12.65	714.84	496.56	Fixation
27520374846	SMP	1	12.70	12.70	715.93	494.09	Fixation
27520378835	SMP	1	12.72	12.72	716.52	494.55	Fixation
27520382839	SMP	1	12.68	12.68	716.85	494.27	Fixation
27520386878	SMP	1	12.76	12.76	717.73	494.31	Fixation
27520390891	SMP	1	12.81	12.81	718.17	494.45	Fixation
27520394881	SMP	1	12.68	12.68	718.78	494.46	Fixation
27520398855	SMP	1	12.74	12.74	717.08	497.47	Saccade
27520402866	SMP	1	12.65	12.65	714.56	495.71	Saccade
27520406841	SMP	1	12.72	12.72	717.86	498.65	Saccade
27520410833	SMP	1	12.79	12.79	722.83	527.40	Saccade
27520414839	SMP	1	12.76	12.76	745.61	553.91	Saccade
27520418867	SMP	1	13.16	13.16	790.90	571.87	Saccade
27520422864	SMP	1	13.16	13.16	790.58	580.21	Saccade
27520426841	SMP	1	13.07	13.07	797.76	573.22	Saccade
27520430830	SMP	1	13.13	13.13	801.41	578.09	Saccade
27520434861	SMP	1	13.09	13.09	800.65	579.63	Fixation
27520438833	SMP	1	13.03	13.03	802.03	582.35	Fixation
27520442858	SMP	1	13.00	13.00	804.20	585.70	Fixation
27520446838	SMP	1	12.93	12.93	805.32	586.19	Fixation
27520450869	SMP	1	12.91	12.91	806.16	586.70	Fixation
27520454864	SMP	1	13.38	13.38	805.74	590.63	Fixation
27520458852	SMP	1	12.97	12.97	807.06	590.34	Fixation
27520462859	SMP	1	13.11	13.11	805.63	591.32	Fixation
27520466844	SMP	1	12.93	12.93	804.59	591.83	Fixation
27520470835	SMP	1	13.17	13.17	803.28	593.75	Fixation
27520474835	SMP	1	13.00	13.00	799.19	595.31	Fixation
27520478827	SMP	1	12.96	12.96	799.66	596.06	Fixation
27520482838	SMP	1	12.88	12.88	797.79	596.60	Fixation
27520486835	SMP	1	12.89	12.89	795.00	597.52	Fixation
27520490868	SMP	1	12.94	12.94	794.60	597.58	Fixation
27520494855	SMP	1	12.98	12.98	791.50	599.52	Fixation
27520498840	SMP	1	12.89	12.89	791.08	599.79	Fixation
27520502902	SMP	1	13.06	13.06	789.87	601.70	Fixation
27520506863	SMP	1	12.83	12.83	786.94	603.28	Fixation
27520511203	SMP	1	12.79	12.79	783.28	604.70	Fixation
27520514850	SMP	1	12.74	12.74	779.91	606.32	Fixation
27520518839	SMP	1	12.94	12.94	775.41	607.28	Fixation
27520522891	SMP	1	12.76	12.76	771.47	608.36	Fixation
27520526842	SMP	1	12.71	12.71	771.91	606.62	Fixation
27520530855	SMP	1	12.74	12.74	770.64	603.70	Fixation
27520534894	SMP	1	12.72	12.72	769.97	598.59	Fixation
27520538839	SMP	1	12.59	12.59	769.35	595.00	Fixation
27520542851	SMP	1	12.60	12.60	771.48	589.90	Fixation
27520546832	SMP	1	12.69	12.69	771.30	582.41	Fixation
27520550820	SMP	1	12.78	12.78	774.38	588.11	Fixation
27520554901	SMP	1	12.70	12.70	779.89	583.22	Fixation
27520558875	SMP	1	12.75	12.75	782.35	581.98	Fixation
27520562843	SMP	1	12.60	12.60	782.80	579.96	Fixation
27520566835	SMP	1	12.54	12.54	782.42	579.58	Fixation
27520570850	SMP	1	12.91	12.91	781.36	580.74	Fixation
27520574945	SMP	1	12.72	12.72	784.75	580.02	Fixation
27520578853	SMP	1	12.77	12.77	783.28	582.43	Fixation
27520582831	SMP	1	12.95	12.95	783.47	584.42	Fixation
27520586856	SMP	1	12.94	12.94	783.10	586.16	Fixation
27520590867	SMP	1	12.95	12.95	782.47	590.16	Fixation
27520594860	SMP	1	12.68	12.68	780.99	589.88	Fixation
27520598822	SMP	1	12.75	12.75	779.20	593.03	Fixation
27520602841	SMP	1	12.79	12.79	777.67	596.54	Fixation
27520606833	SMP	1	12.81	12.81	776.35	599.07	Fixation
27520610824	SMP	1	12.77	12.77	775.66	598.43	Fixation
27520614821	SMP	1	12.94	12.94	775.02	599.39	Fixation
27520618851	SMP	1	12.85	12.85	772.57	598.89	Fixation
27520622875	SMP	1	13.12	13.12	773.07	598.60	Fixation
27520626834	SMP	1	13.08	13.08	771.95	597.53	Fixation
27520630816	SMP	1	13.12	13.12	772.26	596.77	Fixation
27520634827	SMP	1	13.13	13.13	771.68	597.94	Fixation
27520638910	SMP	1	12.98	12.98	772.31	597.85	Fixation
27520642849	SMP	1	12.92	12.92	773.96	597.98	Fixation
27520646826	SMP	1	12.87	12.87	774.59	596.30	Fixation
27520650830	SMP	1	12.80	12.80	773.52	595.63	Fixation
27520654873	SMP	1	12.96	12.96	772.34	595.96	Fixation
27520658869	SMP	1	13.02	13.02	773.92	596.63	Fixation
27520662823	SMP	1	13.03	13.03	774.45	597.00	Fixation
27520666837	SMP	1	13.00	13.00	775.50	596.15	Fixation
27520670854	SMP	1	13.04	13.04	776.87	595.88	Fixation
27520674838	SMP	1	13.22	13.22	778.77	595.73	Fixation
27520678816	SMP	1	13.12	13.12	778.59	593.53	Fixation
27520682853	SMP	1	13.14	13.14	778.72	591.73	Fixation
27520686858	SMP	1	13.23	13.23	779.11	589.78	Fixation
27520690863	SMP	1	13.08	13.08	779.46	588.42	Fixation
27520694824	SMP	1	13.20	13.20	778.52	590.77	Fixation
27520698865	SMP	1	13.25	13.25	780.91	589.96	Fixation
27520702860	SMP	1	13.57	13.57	782.84	590.19	Fixation
27520706832	SMP	1	13.42	13.42	782.98	589.92	Fixation
27520710813	SMP	1	13.36	13.36	783.12	589.17	Fixation
27520714823	SMP	1	13.39	13.39	782.55	592.13	Fixation
27520718829	SMP	1	13.34	13.34	781.06	590.68	Fixation
27520722945	SMP	1	13.29	13.29	780.38	592.23	Fixation
27520726833	SMP	1	13.28	13.28	780.78	593.72	Fixation
27520730817	SMP	1	13.05	13.05	778.34	592.38	Fixation
27520734821	SMP	1	12.97	12.97	777.92	592.75	Fixation
27520738838	SMP	1	13.08	13.08	775.79	592.92	Fixation
27520742813	SMP	1	13.04	13.04	775.10	594.39	Fixation
27520746853	SMP	1	13.14	13.14	772.75	594.83	Fixation
27520750821	SMP	1	13.15	13.15	773.62	596.09	Fixation
27520754913	SMP	1	13.57	13.57	773.14	594.77	Fixation
27520758842	SMP	1	13.53	13.53	773.94	593.95	Fixation
27520762882	SMP	1	13.47	13.47	772.53	594.34	Fixation
27520766912	SMP	1	13.40	13.40	771.05	594.34	Fixation
27520770846	SMP	1	13.29	13.29	768.76	595.07	Fixation
27520774818	SMP	1	13.36	13.36	768.72	594.74	Fixation
27520778821	SMP	1	13.31	13.31	770.22	595.77	Fixation
27520782827	SMP	1	13.10	13.10	772.60	595.30	Fixation
27520786841	SMP	1	15.79	15.79	766.25	593.98	Fixation
27520790857	SMP	1	15.89	15.89	992.87	594.27	Fixation
27520794832	SMP	1	12.20	12.20	715.23	686.84	Fixation
27520798817	SMP	1	8.25	8.25	701.22	585.55	Fixation
27520802828	SMP	1	6.00	4.00	734.24	609.30	Fixation
27520806814	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520810813	SMP	1	14.47	14.47	0.00	0.00	Fixation
27520814829	SMP	1	5.31	5.31	0.00	0.00	Fixation
27520818785	SMP	1	4.06	4.06	0.00	0.00	Fixation
27520823247	SMP	1	10.24	10.24	0.00	0.00	Fixation
27520828149	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520830837	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520834822	SMP	1	13.12	13.12	0.00	0.00	Fixation
27520838838	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520842813	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520846816	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520850810	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520856845	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520858948	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520862840	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520866817	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520870825	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520874820	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520878810	SMP	1	3.03	3.03	0.00	0.00	Fixation
27520882825	SMP	1	6.21	6.21	0.00	0.00	Fixation
27520887520	SMP	1	9.62	9.62	0.00	0.00	Fixation
27520891226	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520894833	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520898804	SMP	1	0.00	0.00	0.00	0.00	Fixation
27520902831	SMP	1	3.76	3.76	0.00	0.00	Fixation
27520906826	SMP	1	19.44	19.44	0.00	0.00	Fixation
27520910813	SMP	1	13.78	13.78	0.00	0.00	Fixation
27520914819	SMP	1	15.10	15.10	0.00	0.00	Fixation
27520918805	SMP	1	14.95	14.95	0.00	0.00	Fixation
27520923539	SMP	1	13.02	13.02	0.00	0.00	Fixation
27520926849	SMP	1	13.48	13.48	0.00	0.00	Fixation
27520930825	SMP	1	15.43	15.43	0.00	0.00	Fixation
27520934829	SMP	1	10.04	10.04	0.00	0.00	Fixation
27520938834	SMP	1	7.46	7.46	0.00	0.00	Fixation
27520942818	SMP	1	11.26	11.26	0.00	0.00	Fixation
27520947697	SMP	1	10.91	10.91	0.00	0.00	Fixation
27520950840	SMP	1	8.89	8.89	0.00	0.00	Saccade
27520956628	SMP	1	4.72	4.72	0.00	0.00	Saccade
27520958844	SMP	1	7.06	7.06	0.00	0.00	Saccade
27520962814	SMP	1	11.12	11.12	840.37	959.24	Saccade
27520966817	SMP	1	6.00	3.00	0.00	0.00	Saccade
27520970841	SMP	1	7.00	3.00	0.00	0.00	Saccade
27520974824	SMP	1	11.27	11.27	764.28	905.31	Saccade
27520978829	SMP	1	8.00	8.00	431.57	732.72	Saccade
27520982817	SMP	1	6.42	6.42	0.00	0.00	Saccade
27520986748	SMP	1	16.07	16.07	0.00	0.00	Saccade
27520990851	SMP	1	9.67	9.67	0.00	0.00	Saccade
27520994826	SMP	1	15.98	15.98	0.00	0.00	Saccade
27520998812	SMP	1	14.47	14.47	0.00	0.00	Saccade
27521002825	SMP	1	13.08	13.08	1086.58	815.43	Saccade
27521006809	SMP	1	13.61	13.61	1019.51	895.43	Saccade
27521010803	SMP	1	13.33	13.33	1054.27	898.78	Saccade
27521014843	SMP	1	15.76	15.76	1074.25	852.67	Saccade
27521018815	SMP	1	14.63	14.63	1032.78	814.26	Saccade
27521022825	SMP	1	16.18	16.18	878.54	753.21	Saccade
27521026862	SMP	1	14.49	14.49	1014.41	798.26	Saccade
27521030828	SMP	1	13.25	13.25	998.64	799.18	Saccade
27521034847	SMP	1	15.03	15.03	994.53	805.89	Saccade
27521038843	SMP	1	13.43	13.43	1003.20	904.17	Saccade
27521042808	SMP	1	10.60	10.60	1019.12	815.91	Saccade
27521046811	SMP	1	13.70	13.70	868.80	580.66	Saccade
27521050806	SMP	1	6.88	6.88	0.00	0.00	Saccade
27521054830	SMP	1	4.63	4.63	0.00	0.00	Saccade
27521058851	SMP	1	12.00	13.00	0.00	0.00	Saccade
27521062820	SMP	1	0.00	0.00	0.00	0.00	Blink
27521066808	SMP	1	10.57	10.57	0.00	0.00	Blink
27521070831	SMP	1	0.00	0.00	0.00	0.00	Blink
27521074819	SMP	1	0.00	0.00	0.00	0.00	Blink
27521078802	SMP	1	0.00	0.00	0.00	0.00	Blink
27521082819	SMP	1	0.00	0.00	0.00	0.00	Blink
27521086786	SMP	1	0.00	0.00	0.00	0.00	Blink
27521090914	SMP	1	0.00	0.00	0.00	0.00	Blink
27521094853	SMP	1	0.00	0.00	0.00	0.00	Blink
27521098809	SMP	1	0.00	0.00	0.00	0.00	Blink
27521102824	SMP	1	0.00	0.00	0.00	0.00	Blink
27521106828	SMP	1	4.41	4.41	0.00	0.00	Blink
27521110807	SMP	1	7.19	7.19	0.00	0.00	Blink
27521114809	SMP	1	4.79	4.79	0.00	0.00	Blink
27521118804	SMP	1	0.00	0.00	0.00	0.00	Blink
27521122862	SMP	1	9.39	9.39	0.00	0.00	Blink
27521126839	SMP	1	8.07	8.07	0.00	0.00	Blink
27521130803	SMP	1	10.16	10.16	0.00	0.00	Blink
27521134810	SMP	1	0.00	0.00	0.00	0.00	Blink
27521138815	SMP	1	0.00	0.00	0.00	0.00	Blink
27521142825	SMP	1	4.02	4.02	0.00	0.00	Blink
27521146809	SMP	1	7.35	7.35	0.00	0.00	Blink
27521150869	SMP	1	0.00	0.00	0.00	0.00	Blink
27521156294	SMP	1	0.00	0.00	0.00	0.00	Blink
27521158834	SMP	1	3.62	3.62	0.00	0.00	Blink
27521162806	SMP	1	7.23	7.23	0.00	0.00	Blink
27521166816	SMP	1	4.32	4.32	0.00	0.00	Blink
27521170818	SMP	1	0.00	0.00	0.00	0.00	Blink
27521174808	SMP	1	0.00	0.00	0.00	0.00	Blink
27521178799	SMP	1	17.62	17.62	0.00	0.00	Blink
27521182803	SMP	1	13.77	13.77	0.00	0.00	Blink
27521186819	SMP	1	16.21	16.21	0.00	0.00	Blink
27521191163	SMP	1	12.05	12.05	0.00	0.00	Blink
27521194822	SMP	1	12.99	12.99	0.00	0.00	Blink
27521198797	SMP	1	14.38	14.38	0.00	0.00	Blink
27521202834	SMP	1	11.20	11.20	0.00	0.00	Blink
27521206824	SMP	1	11.27	11.27	0.00	0.00	Blink
27521210800	SMP	1	10.20	10.20	0.00	0.00	Blink
27521214839	SMP	1	7.01	7.01	0.00	0.00	-
27521218806	SMP	1	7.13	7.13	0.00	0.00	-
27521223401	SMP	1	9.48	9.48	851.32	832.82	-
27521226829	SMP	1	10.26	10.26	801.09	893.41	-
27521230826	SMP	1	12.00	5.00	0.00	0.00	-
27521234815	SMP	1	10.08	10.08	1048.88	860.98	-
27521238803	SMP	1	12.00	5.00	0.00	0.00	-
27521242797	SMP	1	12.02	12.02	976.78	478.18	-
27521246801	SMP	1	14.25	14.25	853.21	626.81	-
27521250827	SMP	1	16.38	16.38	965.07	753.85	-
27521254866	SMP	1	15.36	15.36	1029.09	778.80	-
27521258828	SMP	1	15.97	15.97	1016.76	633.09	-
27521262810	SMP	1	14.37	14.37	1039.75	576.51	-
27521266812	SMP	1	16.04	16.04	1016.84	496.25	-
27521270788	SMP	1	14.73	14.73	1003.05	533.43	-
27521274675	SMP	1	16.99	16.99	1024.68	547.06	-
27521278759	SMP	1	12.33	12.33	1016.46	543.10	-
27521282835	SMP	1	13.70	13.70	1003.71	541.26	-
27521286871	SMP	1	14.10	14.10	991.21	539.22	-
27521290826	SMP	1	14.55	14.55	916.86	532.23	-
27521294816	SMP	1	14.72	14.72	877.78	526.80	-
27521298797	SMP	1	14.68	14.68	789.28	523.71	-
27521302795	SMP	1	14.45	14.45	786.31	514.37	-
27521306691	SMP	1	14.61	14.61	801.58	510.18	-
27521310793	SMP	1	14.55	14.55	811.90	509.62	-
27521314827	SMP	1	14.90	14.90	807.68	509.42	-
27521318801	SMP	1	15.00	15.00	817.21	510.60	-
27521323051	SMP	1	14.91	14.91	817.81	508.89	Fixation
27521326820	SMP	1	15.05	15.05	819.19	506.97	Fixation
27521330806	SMP	1	15.24	15.24	824.54	507.31	Fixation
27521334799	SMP	1	15.15	15.15	822.09	507.67	Fixation
27521338718	SMP	1	15.27	15.27	817.17	511.99	Fixation
27521342799	SMP	1	15.20	15.20	818.62	517.92	Fixation
27521346797	SMP	1	15.13	15.13	818.79	521.77	Fixation
27521350792	SMP	1	15.25	15.25	817.89	527.41	Fixation
27521354686	SMP	1	15.11	15.11	817.21	527.90	Fixation
27521358707	SMP	1	15.14	15.14	820.19	529.40	Fixation
27521362821	SMP	1	15.34	15.34	817.89	532.74	Fixation
27521366804	SMP	1	15.39	15.39	814.48	535.45	Fixation
27521370701	SMP	1	15.20	15.20	809.55	539.23	Fixation
27521374797	SMP	1	15.16	15.16	806.68	540.85	Fixation
27521378795	SMP	1	15.30	15.30	805.26	540.18	Fixation
27521382826	SMP	1	15.20	15.20	805.66	538.49	Fixation
27521386810	SMP	1	15.25	15.25	805.97	535.99	Fixation
27521390910	SMP	1	15.20	15.20	804.12	536.11	Fixation
27521394817	SMP	1	15.13	15.13	808.40	533.52	Fixation
27521399234	SMP	1	15.14	15.14	805.74	530.53	Fixation
27521404689	SMP	1	15.11	15.11	805.54	528.61	Fixation
27521406969	SMP	1	15.54	15.54	806.17	528.70	Fixation
27521410797	SMP	1	15.44	15.44	806.87	526.48	Fixation
27521414800	SMP	1	15.62	15.62	808.73	525.13	Fixation
27521418721	SMP	1	15.54	15.54	811.00	524.52	Fixation
27521423222	SMP	1	15.57	15.57	814.63	523.67	Fixation
27521426838	SMP	1	15.60	15.60	817.14	525.42	Fixation
27521430810	SMP	1	15.71	15.71	817.61	525.94	Fixation
27521434661	SMP	1	15.75	15.75	818.82	526.48	Fixation
27521438810	SMP	1	15.51	15.51	816.44	526.09	Fixation
27521442796	SMP	1	15.54	15.54	817.39	526.04	Fixation
27521446812	SMP	1	15.56	15.56	818.55	526.57	Fixation
27521450678	SMP	1	15.50	15.50	817.29	526.09	Fixation
27521456073	SMP	1	15.54	15.54	817.93	526.21	Fixation
27521458696	SMP	1	15.65	15.65	817.59	526.52	Fixation
27521462668	SMP	1	15.55	15.55	817.32	526.51	Fixation
27521466661	SMP	1	15.58	15.58	815.98	526.91	Saccade
27521470678	SMP	1	15.40	15.40	812.54	526.16	Saccade
27521474696	SMP	1	15.68	15.68	799.90	526.75	Saccade
27521478749	SMP	1	15.74	15.74	769.78	527.12	Saccade
27521482675	SMP	1	15.59	15.59	755.60	529.06	Saccade
27521486703	SMP	1	15.65	15.65	768.19	532.51	Saccade
27521490879	SMP	1	15.67	15.67	770.88	535.70	Saccade
27521494714	SMP	1	15.67	15.67	770.89	539.10	Fixation
27521498675	SMP	1	15.67	15.67	766.54	540.47	Fixation
27521502658	SMP	1	15.62	15.62	763.85	542.52	Fixation
27521506680	SMP	1	15.52	15.52	763.90	543.15	Fixation
27521510668	SMP	1	15.57	15.57	762.84	545.85	Fixation
27521514662	SMP	1	15.51	15.51	760.46	545.36	Fixation
27521518689	SMP	1	15.56	15.56	761.20	547.23	Fixation
27521523657	SMP	1	15.56	15.56	762.73	548.39	Fixation
27521526699	SMP	1	15.71	15.71	765.69	548.69	Fixation
27521530656	SMP	1	15.48	15.48	767.07	548.88	Fixation
27521534665	SMP	1	15.63	15.63	766.63	547.36	Fixation
