Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
300268182586	SMP	1	17.22	17.22	1409.40	714.04	Fixation
300268186165	SMP	1	17.22	17.22	1409.47	711.97	Fixation
300268190143	SMP	1	17.53	17.53	1409.51	712.28	Fixation
300268194190	SMP	1	17.11	17.11	1405.43	708.83	Fixation
300268198151	SMP	1	17.22	17.22	1401.07	707.72	Fixation
300268202160	SMP	1	17.17	17.17	1398.30	703.85	Fixation
300268206143	SMP	1	17.28	17.28	1398.22	705.75	Fixation
300268210263	SMP	1	17.26	17.26	1394.51	702.37	Fixation
300268214172	SMP	1	17.25	17.25	1395.57	697.91	Fixation
300268218747	SMP	1	17.24	17.24	1395.76	694.67	Fixation
300268222221	SMP	1	17.13	17.13	1391.90	690.14	Fixation
300268226184	SMP	1	17.12	17.12	1391.66	687.35	Fixation
300268230180	SMP	1	17.29	17.29	1392.45	692.57	Fixation
300268234197	SMP	1	17.31	17.31	1388.97	686.26	Fixation
300268238177	SMP	1	17.29	17.29	1392.93	687.93	Fixation
300268242189	SMP	1	17.29	17.29	1393.79	683.90	Fixation
300268246156	SMP	1	17.57	17.57	1394.33	681.29	Fixation
300268250414	SMP	1	17.64	17.64	1394.96	678.09	Fixation
300268254182	SMP	1	17.17	17.17	1393.35	680.82	Fixation
300268258187	SMP	1	17.34	17.34	1396.69	676.36	Fixation
300268262163	SMP	1	17.24	17.24	1392.40	679.98	Saccade
300268266170	SMP	1	17.19	17.19	1396.38	677.72	Saccade
300268270177	SMP	1	17.25	17.25	1388.75	682.54	Saccade
300268274193	SMP	1	17.23	17.23	1370.40	682.26	Saccade
300268278237	SMP	1	17.34	17.34	1352.18	687.34	Saccade
300268282160	SMP	1	17.80	17.80	1331.15	672.46	Saccade
300268286143	SMP	1	17.46	17.46	1238.59	658.19	Saccade
300268290141	SMP	1	17.82	17.82	1233.51	633.59	Saccade
300268294188	SMP	1	17.72	17.72	1166.76	619.86	Saccade
300268298164	SMP	1	17.02	17.02	1050.80	589.08	Saccade
300268302153	SMP	1	17.14	17.14	1050.13	594.85	Saccade
300268306132	SMP	1	16.88	16.88	943.14	544.97	Saccade
300268310135	SMP	1	17.13	17.13	954.98	558.44	Saccade
300268314145	SMP	1	17.86	17.86	924.86	438.71	Saccade
300268318179	SMP	1	17.38	17.38	894.91	442.96	Saccade
300268322156	SMP	1	17.88	17.88	875.44	374.57	Saccade
300268326085	SMP	1	17.37	17.37	887.97	377.86	Saccade
300268330206	SMP	1	17.60	17.60	879.81	367.33	Saccade
300268334188	SMP	1	17.76	17.76	874.12	353.26	Saccade
300268338163	SMP	1	17.43	17.43	885.67	363.72	Fixation
300268342070	SMP	1	17.46	17.46	874.12	361.18	Fixation
300268346155	SMP	1	17.61	17.61	880.36	364.60	Fixation
300268350163	SMP	1	17.24	17.24	876.36	360.75	Fixation
300268354155	SMP	1	17.31	17.31	887.43	372.09	Fixation
300268358168	SMP	1	17.52	17.52	875.51	364.85	Fixation
300268362155	SMP	1	17.33	17.33	884.35	365.78	Fixation
300268366162	SMP	1	17.73	17.73	888.83	371.07	Fixation
300268370162	SMP	1	17.33	17.33	893.13	372.59	Fixation
300268374131	SMP	1	17.31	17.31	888.13	371.45	Fixation
300268378136	SMP	1	17.30	17.30	908.64	375.03	Fixation
300268382150	SMP	1	17.73	17.73	892.20	377.21	Fixation
300268386182	SMP	1	17.70	17.70	890.42	379.85	Fixation
300268390148	SMP	1	17.66	17.66	908.56	380.69	Fixation
300268394141	SMP	1	17.29	17.29	900.32	384.36	Fixation
300268398261	SMP	1	17.32	17.32	907.37	385.02	Fixation
300268402171	SMP	1	17.62	17.62	906.35	390.07	Fixation
300268406128	SMP	1	17.24	17.24	902.52	394.20	Fixation
300268410181	SMP	1	17.38	17.38	905.86	395.03	Fixation
300268414181	SMP	1	16.77	16.77	898.59	399.19	Fixation
300268418194	SMP	1	17.35	17.35	903.07	400.63	Fixation
300268422142	SMP	1	17.21	17.21	898.72	403.37	Fixation
300268426140	SMP	1	17.31	17.31	900.12	404.28	Fixation
300268430186	SMP	1	17.14	17.14	900.79	404.66	Fixation
300268434199	SMP	1	17.23	17.23	898.11	404.22	Fixation
300268438131	SMP	1	17.22	17.22	892.49	402.90	Fixation
300268442177	SMP	1	17.13	17.13	894.10	405.15	Fixation
300268446176	SMP	1	17.19	17.19	893.27	400.36	Saccade
300268450176	SMP	1	17.21	17.21	902.01	402.76	Saccade
300268454138	SMP	1	17.13	17.13	902.31	397.51	Saccade
300268458140	SMP	1	17.07	17.07	911.46	400.30	Saccade
300268462163	SMP	1	17.16	17.16	916.82	398.88	Saccade
300268466174	SMP	1	17.10	17.10	923.82	401.39	Saccade
300268470159	SMP	1	17.08	17.08	919.03	396.74	Saccade
300268474153	SMP	1	17.14	17.14	921.52	398.92	Saccade
300268478213	SMP	1	17.26	17.26	939.68	399.81	Saccade
300268482181	SMP	1	17.07	17.07	930.80	401.09	Saccade
300268486133	SMP	1	17.09	17.09	934.13	398.82	Saccade
300268490126	SMP	1	17.32	17.32	943.55	399.42	-
300268494186	SMP	1	17.28	17.28	939.48	396.53	-
300268498233	SMP	1	17.26	17.26	942.94	397.00	-
300268502150	SMP	1	17.25	17.25	942.87	398.13	-
300268506132	SMP	1	17.24	17.24	941.21	395.96	-
300268510277	SMP	1	17.25	17.25	936.16	394.27	-
300268514192	SMP	1	17.33	17.33	939.30	393.20	Saccade
300268518145	SMP	1	17.41	17.41	943.48	394.81	Saccade
300268522127	SMP	1	17.21	17.21	922.62	394.46	Saccade
300268526149	SMP	1	17.14	17.14	905.04	396.26	Saccade
300268530162	SMP	1	17.33	17.33	879.76	398.00	Saccade
300268534180	SMP	1	17.38	17.38	852.54	411.56	Saccade
300268538141	SMP	1	17.11	17.11	861.00	433.88	Saccade
300268542153	SMP	1	17.35	17.35	822.46	476.72	Saccade
300268546229	SMP	1	17.20	17.20	822.10	485.79	Saccade
300268550155	SMP	1	17.05	17.05	793.99	487.90	Saccade
300268554129	SMP	1	16.97	16.97	773.68	496.03	Saccade
300268558161	SMP	1	16.89	16.89	768.02	492.23	Saccade
300268562155	SMP	1	16.94	16.94	800.67	496.66	Saccade
300268566144	SMP	1	16.87	16.87	786.77	496.34	Saccade
300268570154	SMP	1	17.08	17.08	789.22	497.34	Fixation
300268574145	SMP	1	16.98	16.98	798.58	501.23	Fixation
300268578181	SMP	1	16.95	16.95	786.08	497.42	Fixation
300268582145	SMP	1	17.06	17.06	781.58	499.86	Fixation
300268586119	SMP	1	16.69	16.69	784.74	498.11	Fixation
300268590126	SMP	1	16.94	16.94	785.83	501.55	Fixation
300268594135	SMP	1	17.29	17.29	782.65	501.47	Fixation
300268598165	SMP	1	16.81	16.81	779.52	497.80	Fixation
300268602146	SMP	1	17.09	17.09	777.14	497.84	Fixation
300268606115	SMP	1	17.09	17.09	774.31	497.30	Fixation
300268610196	SMP	1	17.06	17.06	773.59	497.18	Fixation
300268614142	SMP	1	16.88	16.88	772.51	497.32	Fixation
300268618160	SMP	1	16.85	16.85	771.57	495.87	Fixation
300268622143	SMP	1	16.96	16.96	765.16	496.79	Fixation
300268626123	SMP	1	16.97	16.97	765.84	496.57	Fixation
300268630126	SMP	1	16.91	16.91	763.56	496.91	Fixation
300268634234	SMP	1	16.95	16.95	763.85	496.07	Fixation
300268638162	SMP	1	16.87	16.87	761.95	494.95	Fixation
300268642162	SMP	1	16.86	16.86	763.90	494.37	Fixation
300268646134	SMP	1	16.87	16.87	764.91	493.37	Fixation
300268650149	SMP	1	16.76	16.76	774.31	492.19	Fixation
300268654144	SMP	1	17.00	17.00	773.26	491.80	Fixation
300268658119	SMP	1	17.09	17.09	773.10	487.92	Fixation
300268662156	SMP	1	16.96	16.96	770.56	486.71	Fixation
300268666167	SMP	1	16.87	16.87	778.99	486.52	Fixation
300268670210	SMP	1	16.74	16.74	784.57	483.91	Fixation
300268674209	SMP	1	16.61	16.61	784.88	484.74	Fixation
300268678154	SMP	1	16.77	16.77	790.81	483.82	Fixation
300268682175	SMP	1	16.81	16.81	793.09	483.10	Fixation
300268686156	SMP	1	16.77	16.77	791.07	482.88	Fixation
300268690123	SMP	1	16.82	16.82	792.75	481.99	Fixation
300268693998	SMP	1	16.62	16.62	793.67	480.94	Fixation
300268698231	SMP	1	16.89	16.89	793.03	481.14	Fixation
300268702182	SMP	1	16.57	16.57	789.80	483.08	Fixation
300268706155	SMP	1	16.89	16.89	785.79	482.16	Fixation
300268710013	SMP	1	16.80	16.80	788.94	481.53	Fixation
300268714140	SMP	1	16.81	16.81	789.15	480.88	Fixation
300268718141	SMP	1	16.81	16.81	786.30	479.42	Fixation
300268722142	SMP	1	16.84	16.84	785.62	480.48	Fixation
300268726161	SMP	1	16.84	16.84	784.47	479.78	Fixation
300268730136	SMP	1	16.86	16.86	781.13	479.37	Fixation
300268734224	SMP	1	16.78	16.78	778.76	478.88	Fixation
300268738275	SMP	1	16.89	16.89	775.88	480.61	Fixation
300268742015	SMP	1	16.51	16.51	775.03	479.65	Fixation
300268746169	SMP	1	16.84	16.84	775.03	479.20	Fixation
300268750143	SMP	1	16.84	16.84	774.76	479.23	Fixation
300268754134	SMP	1	16.87	16.87	774.12	479.19	Fixation
300268758004	SMP	1	16.48	16.48	772.23	479.41	Fixation
300268762117	SMP	1	16.77	16.77	770.31	480.14	Fixation
300268766149	SMP	1	16.77	16.77	770.06	480.52	Fixation
300268770205	SMP	1	16.62	16.62	765.25	481.06	Fixation
300268774138	SMP	1	16.72	16.72	764.89	481.72	Fixation
300268778142	SMP	1	16.70	16.70	762.85	481.56	Fixation
300268782133	SMP	1	16.77	16.77	764.41	482.33	Fixation
300268786121	SMP	1	16.84	16.84	760.55	481.61	Fixation
300268790148	SMP	1	16.75	16.75	758.82	483.39	Fixation
300268794166	SMP	1	16.77	16.77	762.03	485.53	Fixation
300268798144	SMP	1	16.82	16.82	762.38	486.36	Fixation
300268802159	SMP	1	16.87	16.87	763.11	487.97	Fixation
300268806000	SMP	1	16.48	16.48	765.42	490.53	Fixation
300268810179	SMP	1	16.43	16.43	766.30	490.46	Fixation
300268814147	SMP	1	16.56	16.56	769.05	491.24	Fixation
300268818151	SMP	1	16.76	16.76	764.62	490.63	Fixation
300268822017	SMP	1	16.53	16.53	769.44	491.74	Fixation
300268826158	SMP	1	16.84	16.84	770.08	491.54	Fixation
300268830139	SMP	1	16.81	16.81	773.06	491.61	Fixation
300268834183	SMP	1	16.77	16.77	772.89	490.89	Fixation
300268838031	SMP	1	16.64	16.64	770.09	491.32	Fixation
300268842144	SMP	1	16.60	16.60	767.30	489.77	Fixation
300268846148	SMP	1	16.79	16.79	768.62	489.45	Fixation
300268850123	SMP	1	16.75	16.75	767.10	486.55	Fixation
300268853984	SMP	1	16.52	16.52	766.31	485.10	Fixation
300268858034	SMP	1	16.69	16.69	767.00	481.80	Fixation
300268862086	SMP	1	16.74	16.74	767.70	480.38	Fixation
300268866152	SMP	1	16.76	16.76	769.29	479.22	Fixation
300268870012	SMP	1	16.47	16.47	769.35	477.51	Fixation
300268874019	SMP	1	16.81	16.81	767.82	474.12	Fixation
300268878038	SMP	1	16.33	16.33	768.42	471.73	Fixation
300268882007	SMP	1	16.48	16.48	770.54	471.07	Fixation
300268886011	SMP	1	16.34	16.34	770.97	469.97	Fixation
300268890016	SMP	1	16.71	16.71	770.93	468.14	Fixation
300268894019	SMP	1	16.60	16.60	771.48	469.16	Fixation
300268898009	SMP	1	16.74	16.74	772.39	467.86	Fixation
