Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
95438468870	SMP	1	18.09	18.09	842.03	409.55	-
95438472884	SMP	1	18.14	18.14	835.61	404.94	-
95438476973	SMP	1	18.11	18.11	834.64	409.24	Fixation
95438480862	SMP	1	18.13	18.13	833.84	414.00	Fixation
95438484866	SMP	1	18.14	18.14	826.71	408.65	Fixation
95438488857	SMP	1	18.01	18.01	825.12	403.89	Fixation
95438492868	SMP	1	18.08	18.08	822.94	409.03	Fixation
95438496741	SMP	1	18.15	18.15	822.47	411.30	Fixation
95438501026	SMP	1	18.27	18.27	825.20	411.40	Fixation
95438504863	SMP	1	18.14	18.14	821.93	399.24	Fixation
95438508916	SMP	1	17.58	17.58	821.78	407.76	Fixation
95438516361	SMP	1	18.01	18.01	822.44	392.17	Fixation
95438518788	SMP	1	17.55	17.55	816.91	395.26	Fixation
95438521557	SMP	1	18.06	18.06	824.05	382.47	Fixation
95438525275	SMP	1	17.99	17.99	827.24	390.12	Fixation
95438528797	SMP	1	18.02	18.02	832.58	385.36	Fixation
95438532843	SMP	1	18.11	18.11	829.22	390.83	Fixation
95438536857	SMP	1	18.09	18.09	821.80	387.25	Fixation
95438540879	SMP	1	18.03	18.03	814.61	384.08	Fixation
95438544732	SMP	1	18.07	18.07	811.86	384.68	Fixation
95438548857	SMP	1	17.66	17.66	817.81	383.14	Fixation
95438552735	SMP	1	18.22	18.22	812.06	384.19	Fixation
95438557229	SMP	1	18.07	18.07	811.07	385.60	Fixation
95438560778	SMP	1	17.98	17.98	814.31	383.80	Fixation
95438564848	SMP	1	17.67	17.67	813.76	384.86	Fixation
95438568769	SMP	1	18.15	18.15	811.33	386.87	Fixation
95438572714	SMP	1	18.00	18.00	809.84	386.32	Fixation
95438576712	SMP	1	17.67	17.67	812.41	384.76	Fixation
95438580841	SMP	1	18.07	18.07	811.50	382.95	Fixation
95438584768	SMP	1	18.07	18.07	817.31	382.98	Fixation
95438588727	SMP	1	17.82	17.82	816.57	382.17	Fixation
95438592712	SMP	1	18.15	18.15	815.40	382.72	Fixation
95438596711	SMP	1	17.75	17.75	818.43	382.30	Saccade
95438600717	SMP	1	18.12	18.12	819.02	384.34	Saccade
95438604745	SMP	1	18.08	18.08	821.38	384.11	Saccade
95438608712	SMP	1	18.22	18.22	824.49	388.99	Saccade
95438612711	SMP	1	17.57	17.57	821.05	389.65	Saccade
95438616712	SMP	1	18.03	18.03	828.63	391.60	Saccade
95438620720	SMP	1	18.37	18.37	830.53	396.70	Saccade
95438624730	SMP	1	18.60	18.60	811.41	427.88	Saccade
95438628750	SMP	1	18.81	18.81	729.15	421.12	Saccade
95438632733	SMP	1	18.00	18.00	799.81	453.05	Saccade
95438636761	SMP	1	18.16	18.16	786.07	477.15	Saccade
95438640729	SMP	1	18.31	18.31	776.46	490.01	Saccade
95438644712	SMP	1	18.42	18.42	763.31	512.88	Saccade
95438648711	SMP	1	18.82	18.82	775.98	517.19	Saccade
95438652731	SMP	1	17.93	17.93	745.18	521.01	Saccade
95438656725	SMP	1	18.23	18.23	771.09	515.45	Saccade
95438660724	SMP	1	18.10	18.10	775.93	509.33	Saccade
95438664737	SMP	1	18.30	18.30	768.28	515.90	Saccade
95438668720	SMP	1	18.22	18.22	773.13	521.56	Saccade
95438672717	SMP	1	18.12	18.12	766.84	517.31	Fixation
95438676716	SMP	1	18.07	18.07	773.64	524.42	Fixation
95438680708	SMP	1	18.06	18.06	768.05	520.71	Fixation
95438684708	SMP	1	18.70	18.70	767.45	525.50	Fixation
95438688709	SMP	1	18.14	18.14	750.70	521.12	Fixation
95438692713	SMP	1	18.12	18.12	767.26	526.29	Fixation
