Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
45700588087	SMP	1	15.29	15.29	1319.16	394.32	Fixation
45700592068	SMP	1	15.17	15.17	1318.59	394.05	Fixation
45700596101	SMP	1	15.19	15.19	1317.57	393.74	Fixation
45700600041	SMP	1	15.36	15.36	1319.77	395.91	Fixation
45700604040	SMP	1	15.38	15.38	1319.51	397.64	Fixation
45700608019	SMP	1	15.33	15.33	1320.88	399.56	Fixation
45700612136	SMP	1	15.32	15.32	1319.27	403.70	Fixation
45700616082	SMP	1	15.36	15.36	1322.35	408.66	Fixation
45700620087	SMP	1	15.33	15.33	1323.81	412.63	Fixation
45700624503	SMP	1	15.23	15.23	1324.05	414.06	Fixation
45700628092	SMP	1	15.21	15.21	1323.58	416.42	Fixation
45700632064	SMP	1	15.20	15.20	1324.24	418.64	Fixation
45700636089	SMP	1	15.24	15.24	1324.67	420.12	Fixation
45700640088	SMP	1	15.30	15.30	1327.58	421.54	Fixation
45700644025	SMP	1	15.30	15.30	1328.84	423.18	Fixation
45700648060	SMP	1	15.23	15.23	1330.71	424.95	Fixation
45700652289	SMP	1	15.20	15.20	1331.21	425.25	Fixation
45700656057	SMP	1	15.19	15.19	1331.54	424.02	Fixation
45700660029	SMP	1	15.14	15.14	1329.67	420.51	Fixation
45700664058	SMP	1	15.20	15.20	1330.84	417.92	Fixation
45700668053	SMP	1	15.26	15.26	1331.64	418.12	Fixation
45700672055	SMP	1	15.15	15.15	1332.44	417.62	Saccade
45700676038	SMP	1	15.43	15.43	1330.85	418.27	Saccade
45700680209	SMP	1	15.23	15.23	1327.69	416.23	Saccade
45700684089	SMP	1	15.64	15.64	1282.40	422.83	Saccade
45700688043	SMP	1	15.94	15.94	1174.90	430.31	Saccade
45700692014	SMP	1	16.03	16.03	1154.86	427.52	Saccade
45700696034	SMP	1	15.75	15.75	1040.62	470.72	Saccade
45700700062	SMP	1	15.97	15.97	979.07	437.28	Saccade
45700704048	SMP	1	15.88	15.88	938.47	449.84	Saccade
45700708015	SMP	1	16.06	16.06	891.26	435.30	Saccade
45700712020	SMP	1	15.99	15.99	840.95	444.42	Saccade
45700716029	SMP	1	15.99	15.99	799.52	444.21	Saccade
45700720060	SMP	1	16.35	16.35	794.15	449.76	Saccade
45700724016	SMP	1	16.05	16.05	793.97	445.73	Saccade
45700728012	SMP	1	16.07	16.07	797.74	445.88	Saccade
45700732036	SMP	1	16.00	16.00	797.03	442.65	-
45700736126	SMP	1	15.93	15.93	792.23	443.36	-
45700740039	SMP	1	15.85	15.85	793.80	441.70	-
45700744031	SMP	1	15.89	15.89	796.41	441.08	-
45700748041	SMP	1	15.85	15.85	800.55	437.20	Saccade
45700752068	SMP	1	15.89	15.89	802.41	436.70	Saccade
45700756019	SMP	1	15.83	15.83	761.93	448.41	Saccade
45700760008	SMP	1	15.98	15.98	738.92	464.08	Saccade
45700764051	SMP	1	15.96	15.96	728.73	469.45	Saccade
45700768053	SMP	1	15.98	15.98	723.47	477.60	Saccade
45700772037	SMP	1	15.94	15.94	721.36	478.72	Saccade
45700776022	SMP	1	15.88	15.88	721.71	473.42	Saccade
45700780048	SMP	1	15.96	15.96	718.78	475.15	-
45700784067	SMP	1	15.76	15.76	718.94	474.28	Saccade
45700788017	SMP	1	15.90	15.90	717.54	476.58	Saccade
45700792018	SMP	1	15.97	15.97	720.21	477.93	Saccade
45700796026	SMP	1	15.88	15.88	768.06	478.19	Saccade
45700800013	SMP	1	15.89	15.89	764.74	479.21	Saccade
45700804007	SMP	1	15.90	15.90	772.43	478.15	Saccade
45700808047	SMP	1	16.05	16.05	772.32	479.70	Saccade
45700812028	SMP	1	16.05	16.05	773.55	478.35	-
45700816008	SMP	1	15.94	15.94	755.34	480.83	-
45700820007	SMP	1	16.12	16.12	769.99	479.79	-
45700824130	SMP	1	16.00	16.00	767.52	484.28	Saccade
45700828117	SMP	1	16.09	16.09	768.96	484.00	Saccade
45700832041	SMP	1	15.83	15.83	785.21	479.94	Saccade
45700836015	SMP	1	15.97	15.97	789.19	474.69	Saccade
45700840023	SMP	1	15.98	15.98	792.63	473.18	Saccade
45700844009	SMP	1	16.02	16.02	790.91	462.19	Saccade
45700848023	SMP	1	15.88	15.88	787.28	461.84	Saccade
45700852020	SMP	1	15.98	15.98	782.52	463.74	Saccade
45700856041	SMP	1	15.88	15.88	781.66	459.43	Saccade
45700860020	SMP	1	15.97	15.97	781.49	456.93	-
45700864039	SMP	1	15.94	15.94	779.61	454.15	-
45700868026	SMP	1	15.90	15.90	780.84	451.61	-
45700872043	SMP	1	15.85	15.85	778.62	448.92	-
45700876020	SMP	1	15.84	15.84	777.16	446.15	-
45700880021	SMP	1	15.90	15.90	773.71	445.57	-
45700883996	SMP	1	15.80	15.80	772.35	441.00	-
45700888160	SMP	1	15.80	15.80	771.23	437.05	-
45700892052	SMP	1	15.74	15.74	769.40	434.86	-
45700896047	SMP	1	15.75	15.75	770.08	434.48	-
45700900021	SMP	1	15.86	15.86	784.72	430.77	-
45700904016	SMP	1	15.90	15.90	778.70	430.79	Saccade
45700908029	SMP	1	15.70	15.70	775.74	444.86	Saccade
45700912037	SMP	1	16.00	16.00	766.59	443.91	Saccade
45700916021	SMP	1	16.02	16.02	758.01	460.64	Saccade
45700920023	SMP	1	15.88	15.88	743.99	447.58	Saccade
45700924029	SMP	1	15.95	15.95	726.62	460.63	Saccade
45700928008	SMP	1	16.00	16.00	708.28	457.33	Saccade
45700932063	SMP	1	15.84	15.84	698.09	457.76	Saccade
45700936052	SMP	1	15.66	15.66	701.41	462.45	Fixation
45700940032	SMP	1	15.73	15.73	703.15	463.48	Fixation
45700944003	SMP	1	15.67	15.67	708.77	462.10	Fixation
45700948002	SMP	1	15.48	15.48	704.84	466.28	Fixation
45700952044	SMP	1	15.42	15.42	705.97	463.16	Fixation
45700956031	SMP	1	15.43	15.43	701.19	463.83	Fixation
45700960034	SMP	1	15.37	15.37	698.98	464.08	Fixation
45700964027	SMP	1	15.32	15.32	698.24	463.69	Fixation
45700968026	SMP	1	15.46	15.46	697.62	463.54	Fixation
45700972021	SMP	1	15.47	15.47	699.20	462.89	Fixation
45700976023	SMP	1	15.34	15.34	700.62	461.78	Fixation
45700980005	SMP	1	15.19	15.19	701.43	460.22	Fixation
45700984025	SMP	1	15.00	15.00	702.97	458.82	Fixation
45700988036	SMP	1	15.06	15.06	702.70	459.52	Fixation
45700992029	SMP	1	15.01	15.01	703.74	458.17	Fixation
