Time	Type	Trial	L Dia X [px]	L Dia Y [px]	L POR X [px]	L POR Y [px]	L Event Info
475438663606	SMP	1	19.17	19.17	827.15	404.85	Fixation
475438667665	SMP	1	19.42	19.42	822.70	406.14	Fixation
475438671603	SMP	1	19.42	19.42	820.67	404.08	Fixation
475438675588	SMP	1	19.30	19.30	819.96	403.41	Fixation
475438679568	SMP	1	19.46	19.46	822.41	404.16	Fixation
475438683590	SMP	1	19.49	19.49	822.84	404.55	Fixation
475438687616	SMP	1	19.42	19.42	819.61	403.48	Fixation
475438691667	SMP	1	19.54	19.54	826.89	404.39	Fixation
475438695653	SMP	1	19.52	19.52	829.18	403.64	Fixation
475438699636	SMP	1	19.47	19.47	819.06	402.41	Fixation
475438703582	SMP	1	19.62	19.62	821.98	402.06	Fixation
475438708256	SMP	1	19.47	19.47	821.79	400.08	Fixation
475438711814	SMP	1	19.64	19.64	825.32	399.11	Fixation
475438716955	SMP	1	19.54	19.54	832.41	400.77	Fixation
475438719574	SMP	1	19.48	19.48	832.10	401.63	Fixation
475438723562	SMP	1	19.62	19.62	837.33	401.97	Fixation
475438727566	SMP	1	19.67	19.67	841.72	405.11	Fixation
475438731559	SMP	1	19.61	19.61	845.45	410.99	Fixation
475438735590	SMP	1	19.58	19.58	849.50	412.86	Fixation
475438739585	SMP	1	19.57	19.57	853.09	416.42	Fixation
475438743580	SMP	1	19.44	19.44	854.63	412.73	Fixation
475438747629	SMP	1	19.49	19.49	858.73	415.96	Fixation
475438751609	SMP	1	19.61	19.61	855.22	421.78	Fixation
475438755593	SMP	1	19.62	19.62	861.76	423.51	Fixation
475438759571	SMP	1	19.56	19.56	857.40	428.61	Fixation
475438763556	SMP	1	19.41	19.41	862.73	429.80	Fixation
475438767708	SMP	1	19.47	19.47	864.28	428.52	Fixation
475438771587	SMP	1	19.50	19.50	865.92	425.75	Fixation
475438775554	SMP	1	19.75	19.75	865.70	426.60	Fixation
475438779551	SMP	1	19.57	19.57	868.92	424.59	Fixation
475438783556	SMP	1	19.51	19.51	867.98	423.57	Fixation
475438787548	SMP	1	19.52	19.52	866.15	424.16	Fixation
475438791545	SMP	1	19.62	19.62	868.56	425.09	Fixation
475438795546	SMP	1	19.42	19.42	868.90	422.05	Fixation
475438799565	SMP	1	19.51	19.51	866.51	422.78	Fixation
475438803561	SMP	1	19.55	19.55	870.50	419.93	Saccade
475438807550	SMP	1	19.47	19.47	866.10	424.92	Saccade
475438811554	SMP	1	19.43	19.43	862.74	447.46	Saccade
475438815582	SMP	1	19.38	19.38	835.17	471.88	Saccade
475438819598	SMP	1	19.40	19.40	840.91	487.58	Saccade
475438823564	SMP	1	19.41	19.41	829.44	525.23	Saccade
475438827546	SMP	1	19.34	19.34	808.21	510.90	Saccade
475438831513	SMP	1	19.56	19.56	831.46	515.26	Saccade
475438835585	SMP	1	19.41	19.41	829.85	524.45	Fixation
475438839582	SMP	1	19.95	19.95	821.77	524.39	Fixation
475438843551	SMP	1	19.31	19.31	821.97	525.04	Fixation
475438847599	SMP	1	19.54	19.54	824.88	521.19	Fixation
475438851599	SMP	1	19.40	19.40	814.39	521.70	Fixation
475438855561	SMP	1	20.14	20.14	814.06	528.20	Fixation
475438859551	SMP	1	19.92	19.92	816.01	528.52	Fixation
475438863571	SMP	1	19.36	19.36	816.04	530.37	Fixation
475438867557	SMP	1	19.92	19.92	815.01	529.19	Fixation
475438871544	SMP	1	19.41	19.41	809.96	529.88	Fixation
475438875541	SMP	1	19.60	19.60	814.22	531.35	Fixation
475438879558	SMP	1	19.33	19.33	812.62	531.27	Fixation
475438883583	SMP	1	19.39	19.39	809.11	532.42	Fixation
475438887576	SMP	1	19.62	19.62	807.83	530.56	Fixation
475438891564	SMP	1	19.30	19.30	804.33	531.77	Fixation
475438895550	SMP	1	19.40	19.40	810.42	532.05	Fixation
475438899539	SMP	1	19.31	19.31	805.88	530.15	Fixation
475438903572	SMP	1	19.38	19.38	807.20	529.73	Fixation
475438907550	SMP	1	19.42	19.42	807.72	529.41	Fixation
475438911542	SMP	1	19.35	19.35	806.07	526.96	Fixation
475438915587	SMP	1	19.35	19.35	804.19	523.92	Fixation
475438919589	SMP	1	19.35	19.35	802.02	521.38	Fixation
475438923566	SMP	1	19.36	19.36	799.55	518.24	Fixation
475438927555	SMP	1	19.45	19.45	802.62	518.66	Fixation
475438931543	SMP	1	19.29	19.29	805.43	516.89	Fixation
475438935569	SMP	1	19.41	19.41	801.25	517.05	Fixation
475438939547	SMP	1	19.49	19.49	800.30	515.30	Fixation
475438943540	SMP	1	19.31	19.31	808.01	515.64	Fixation
475438947571	SMP	1	19.51	19.51	804.33	517.34	Fixation
475438951579	SMP	1	19.32	19.32	804.33	512.65	Fixation
475438955566	SMP	1	19.45	19.45	803.50	512.95	Fixation
475438959540	SMP	1	19.40	19.40	802.49	509.55	Fixation
475438963539	SMP	1	19.40	19.40	806.22	510.98	Fixation
475438967576	SMP	1	19.15	19.15	806.99	513.51	Fixation
475438971544	SMP	1	18.73	18.73	810.91	509.92	Saccade
475438975541	SMP	1	19.09	19.09	806.61	509.72	Saccade
475438979552	SMP	1	19.47	19.47	800.36	513.18	Saccade
475438983579	SMP	1	18.75	18.75	788.48	509.44	Saccade
475438987568	SMP	1	18.66	18.66	743.76	510.39	Saccade
475438991555	SMP	1	18.71	18.71	753.64	507.44	Saccade
475438995548	SMP	1	18.66	18.66	763.87	505.55	Fixation
475438999570	SMP	1	18.62	18.62	758.63	503.69	Fixation
475439003535	SMP	1	18.63	18.63	749.14	505.14	Fixation
475439007539	SMP	1	18.47	18.47	745.50	503.02	Fixation
475439011569	SMP	1	19.07	19.07	746.17	506.75	Fixation
475439015594	SMP	1	18.44	18.44	746.32	504.31	Fixation
475439019865	SMP	1	19.15	19.15	744.77	506.21	Fixation
475439023555	SMP	1	18.49	18.49	739.68	502.89	Fixation
475439027544	SMP	1	19.27	19.27	738.04	503.71	Fixation
475439031541	SMP	1	18.36	18.36	738.58	502.21	Fixation
475439035550	SMP	1	18.55	18.55	736.75	501.82	Fixation
475439039546	SMP	1	18.30	18.30	736.07	502.80	Fixation
475439043544	SMP	1	18.17	18.17	733.21	503.97	Fixation
475439047539	SMP	1	18.30	18.30	730.91	503.14	Fixation
475439051616	SMP	1	18.28	18.28	731.26	502.87	Fixation
475439055581	SMP	1	18.20	18.20	729.95	499.04	Fixation
475439059551	SMP	1	18.19	18.19	729.15	499.93	Fixation
475439063536	SMP	1	18.24	18.24	728.15	499.05	Fixation
475439067542	SMP	1	18.17	18.17	729.83	495.90	Fixation
475439071536	SMP	1	17.50	17.50	728.13	492.66	Fixation
475439075567	SMP	1	17.56	17.56	727.38	491.22	Fixation
475439079579	SMP	1	18.03	18.03	728.38	491.38	Fixation
475439083561	SMP	1	17.63	17.63	727.82	488.92	Fixation
475439087531	SMP	1	18.05	18.05	727.79	488.05	Fixation
475439091555	SMP	1	17.76	17.76	729.94	487.82	Fixation
475439095542	SMP	1	17.76	17.76	731.64	487.54	Fixation
475439099529	SMP	1	17.50	17.50	732.60	486.86	Fixation
475439103560	SMP	1	17.87	17.87	733.99	485.18	Fixation
475439107577	SMP	1	17.58	17.58	731.57	484.82	Fixation
475439111560	SMP	1	17.49	17.49	731.46	485.18	Fixation
475439115560	SMP	1	17.33	17.33	734.13	485.60	Fixation
475439119575	SMP	1	17.46	17.46	733.26	486.65	Fixation
475439123579	SMP	1	17.45	17.45	734.74	485.64	Fixation
475439127566	SMP	1	17.49	17.49	734.54	484.83	Fixation
475439131533	SMP	1	17.41	17.41	734.21	484.73	Fixation
475439135545	SMP	1	17.30	17.30	734.62	484.22	Fixation
475439139675	SMP	1	17.20	17.20	733.08	482.08	Fixation
475439143569	SMP	1	17.27	17.27	734.84	481.27	Fixation
475439147434	SMP	1	17.18	17.18	734.32	481.09	Fixation
475439151599	SMP	1	17.15	17.15	734.94	478.69	Fixation
475439155569	SMP	1	17.21	17.21	736.45	477.94	Fixation
475439159538	SMP	1	17.15	17.15	734.74	478.43	Fixation
